,content,score,content_clean
499,"Instagram yang terhormat, selama ini saya menggunakan Instagram tidak ada keluhan apapun itu, tapi sekarang kenapa banyak banget kesalahan? Terutama di Instagram saya, kenapa tidak ada banyak lagu di Ig saya. Hanya lagi yang tidak jelas dan bukan karakter saya, lalu kenapa semua lagu hilang, dan setiap saya membuka Ig orng lain bahkan di Ig saya sendiri yang menambahkan musik di dalamnya selalu ada kalimat "" lagu tidak tersedia"" ANEH BANGET!!!!!! TOLONG KEMBALIKAN IG SAYA SEPERTI SEBELUMNYA!!!!",5,instagram hormat instagram keluh apa banget salah instagram lagu ig karakter lagu hilang buka ig orang ig musik dalam kalimat lagu sedia aneh banget tolong kembali ig
20,"Tolong instagran,perbaiki masalah bug di aplikasi instagram saya tidak tau kenapa saya ingin membuat instastory dengan menggunakan fitur lagu selalu kenapa muncul tulisan ""lagu ini tidak tersedia"".padahal sebelum sebelumnya selalu ada dan fitur lagu nya selalu bisa di pakai tolong segera di perbaiki karna sangat mengurangi kenyamanan saat menggunakan . Terimakasih 🙏",2,tolong instagranperbaiki bug aplikasi instagram tau instastory fitur lagu muncul tulis lagu tersediapadahal fitur lagu nya pakai tolong baik kurang nyaman terimakasih
315,Kenapa klo kita nyimpen reels waktunya gk bisa panjang ya terus sama lagu²yg untuk buat cerita jga gk bisa..... tolong ya perbaiki bug nya soalnya banyak orang yg gk bisa meng akses lagunya,1,nyimpen reels ya lagu yg cerita tolong ya baik bug nya orang meng akses lagu
228,"Sudah beberapa hari tidak bisa pakai fitur yg ada di IG, baik stiker, gif, lokasi, dll munculnya musik tp musik terbatas. Sudah coba instal ulang beberapa kali masih sama.",1,pakai fitur ig stiker gif lokasi lain muncul musik musik batas coba instal ulang kali
477,Agak pilih kasih dalam memberikan boost ke akunku [@diananop] supaya terjangkau banyak orang 🥲 susah banget tembus 10k views. Tolong ditingkatkan lagi dalam menyamaratakan memboosting akun agar nyaman dan tidak muncul rasa kecewa. Dan di Instagramku kok tidak ada fitur konten terjadwal ya? Tolong direspon min!,1,pilih kasih boost akun diananop jangkau orang susah banget tembus k views tolong tingkat menyamaratakan memboosting akun nyaman muncul kecewa instagramku fitur konten jadwal ya tolong direspon min
461,"Untuk aplikasinya sudah bagus,tapi kenapa saat buat story dengan musik yang keluar lagu"" luar yang lokal indo tidak ada ,tolong di perbaiki",3,aplikasi bagustapi story musik lagu lokal indonesia tolong baik
487,"mau upload foto pake musik malah gabisa, pas coba di akun 1 lagi bisa hadeh. padahal jg sebelumnya bisa upload pake musik, tp knp skrg jadi gabisaaa. ANEH BGT INI EMG GAJELASSS",1,upload foto pakai musik pas coba akun hadeh upload pakai musik gabisaaa aneh banget emang gajelasss
305,"Bgus sih, cmn knp ya ada satu akun sy yng kalau ada postingan yang pakai lagu ada tulisan ""audio ini tidak tersedia"" tapi kalau saya lihat dari akun yang lain ada. Tolong di perbaiki ya INSTRAGRAM",3,bgus sih cmn ya akun postingan pakai lagu tulis audio sedia lihat akun tolong baik ya instragram
384,Kenapa pilihan musik di Instagram tdk sprti biasanya.. skrg yg tersedia hanya sedikit. Dan saat ketik musik atau lagu pilihan tdk ditemukan. Aneh sekali. Ada apa Instagram?,4,pilih musik instagram sedia ketik musik lagu pilih temu aneh instagram
77,"Semenjak d update, fitur musik utk buat story jelek2. Musik yg d search semuanya tidak tersedia. IG ny lebih bagus dan lebih nyaman pada saat sebelum d update. Tolong d perbaiki yp",1,semenjak d update fitur musik story jelek musik d search sedia ig ny bagus nyaman d update tolong d baik yp
464,"Saya terpaksa kasih bintang 1 karena 6 sebab. 1. Yang pertama sering force close 2. Saya kena early warning padahal saya ngga melakukan apa"" 3. Upload video malah jadi ijo"" ngeglitch gitu 4. Saya taruh link youtube di profil, linknya ngga bisa dibuka 5. Saya komen di akun teman ngga kelihatan 6. Saya DM teman tulisannya ""tidak dapat mengirim. Coba lagi"" Padahal, sinyal saya bagus, dan tidak bertabrakan dengan aplikasi lain. Jika kalian memperbaiki ini, saya akan mengubah rating saya",1,paksa kasih bintang force close kena early warning upload video hijau ngeglitch taruh taut youtube profil linknya buka komen akun teman dm teman tulis kirim coba sinyal bagus tabrak aplikasi baik ubah rating
427,"tolong dong Instagram kok kalo masukin video yg awal cahaya vdeo nya bagus brp menit atau jam kemudian jadi berubah warna cahayanya ,tolong yaaa di perbaiki lagi.",3,tolong instagram masukin video cahaya vdeo nya bagus menit jam ubah warna cahaya tolong yaaa baik
268,"masa arsipan ga ada? trus juga ga bisa buat sorotan, mana semua postingan feed orang yang pake lagu di gua gada lagu nya, makin jelek aja kualitas Instagram ini, nanti di naikin rate nya kalo Instagram ku sudah bagus 😒😒😒",1,arsip sorot postingan feed orang pakai lagu lagu nya jelek kualitas instagram naikin rate nya instagram ku bagus
64,"Min saya ksih bintang 4,dikarenakan lagu² fitur musik di IG lagu hindi dan lagu luar semua, tidak bisa mencari lagu yang diinginkan, tolong perbaiki hal seperti ini karena sudah pindah ke kreator maupun pribadi atau bisnis, tetap tidak berjalan bagus, tolong mimin dari instagram! 🙏",4,min kasih bintang lagu fitur musik ig lagu hindi lagu cari lagu tolong baik pindah kreator pribadi bisnis jalan bagus tolong mimin instagram
474,"Tolong perbaiki lagi lagu nya, kemaren bikin story pake lagu yg di inginkan masih bisa, knpa skrng gabisaa, bikin males update story nih, tolong diperbaiki lagi dongg.",1,tolong baik lagu nya kemaren bikin story pakai lagu gabisaa bikin malas update story nih tolong baik dongg
351,"ngeselinnnn! kenapa si lagu yg buat ngepost story hilang semua? kaya gini gimana solusinya? udah aku reset ig nya, hapus data, log in ulang tetep kaya gitu, dan anehnya cuma di 1 akun (akun utama) padahal akun second dan third ga kaya gitu. mohon cepetan dibenerin deh.",1,ngeselinnnn si lagu ngepost story hilang kaya solusi reset ig nya hapus data log in ulang kaya aneh akun akun utama akun second third kaya mohon cepetan dibenerin deh
94,"Ini kenapa yah mau buat story yg ada musik nya tp pas cari lagu yg aku mau ga ada trs kadang liat story orang yg ada lagu ga muncul suara trs ada tulisan "" lagu ini tidak tersedia "" tolong dibenerin dong soalnya udh di update tapi sama aja 😭",2,yah story musik nya pas cari lagu kadang lihat story orang lagu muncul suara tulis lagu sedia tolong dibenerin update
280,"kenapa musik instagram hilang? musik yang muncul bukan musik yang biasanya, saya mau pilih musik gabisa karena hilang semua. tolong ya diperbaiki.",1,musik instagram hilang musik muncul musik pilih musik hilang tolong ya baik
491,tidak bisa menambah menggunakan musik ketika menggunakan beberapa foto untuk di unggah feed serta bug harap segera diperbaiki,3,tambah musik foto unggah feed bug harap baik
190,Kenapa setiap ada pesan yang masuk ke kotak pesan selalu pending ya masuk nya ? Terkadang pesan yg masuk sudah terkirim 5 menit lalu tapi pemberitahuannya / Notifikasi masuk nya telat. Tolong di Perbaiki.,2,pesan masuk kotak pesan pending ya masuk nya terkadang pesan masuk kirim menit pemberitahuannya notifikasi masuk nya telat tolong baik
252,"Udh diupdate malah gabisa bikin igs pake lagu, trs kl liat story orang yg pake lagu ga bisa keputer tuh lagu ada tulisan 'lagu ini tidak tersedia'. Tolong perbaiki",2,diupdate bikin igs pakai lagu kl lihat story orang pakai lagu puter tuh lagu tulis lagu sedia tolong baik
189,"Instagram knpa ya saya mw update di story tpi lagu2 nya skrg terbatas & tidak ada lagu2 Indonesia, setiap mw searching lagi pasti tidak tersedia. Tolong dong knpa bisa begitu.",2,instagram ya update story lagu nya batas lagu indonesia searching sedia tolong
274,"tolong diperbaiki bug nya karna ktika sy ingin mengakses lagu di Instastory tidak bisa melainkan muncul tulisan ""lagu tidak dapat ditemukan"" lagu² bru sprti milik girlgroup Korea NewJeans, BP, bahkan BTS pun tidak bisa jadi tolong diperbaiki sy tidak nyaman🙏",1,tolong baik bug nya akses lagu instastory muncul tulis lagu temu lagu milik girlgroup korea newjeans bp bts tolong baik nyaman
458,"Instagram kenapa ya sekarang kalau saya membuat video/foto dengan memakai fitur musik selalu tulisannya ""lagu ini tidak tersedia"" Tolong perbaiki di Instagram saya. Karena sangat merasa tidak nyaman. Terimakasih",3,instagram ya videofoto pakai fitur musik tulis lagu sedia tolong baik instagram nyaman terimakasih
349,Aplikasinya sudah bagus..akan tetapi kenapa logo vidio reels nya gak muncul..dan audio bnyak yg tidak tersedia.. Mohon untuk segera di perbaiki..trimakasih,2,aplikasi bagusakan logo video reels nya munculdan audio bnyak sedia mohon perbaikitrimakasih
18,Semenjak update versi yg lebih baru malah gak bisa cari musik. Aneh. Begitu juga kalo denger story temen temen yg pakai musik malah ada tulisan musik tidak tersedia dan gak ada suaranya. Di update gak malah naik level malah turun level. Kembalikan aja instagram ke level yang sebelumnya.,1,semenjak update versi cari musik aneh denger story temen temen pakai musik tulis musik sedia suara update level turun level kembali instagram level
97,"Instagram kenapa fitur² barunya skrg gabisa dipake ke semua akun, fitur music juga kadang error jadi kalau mau buat sg gabisa pake music. tolong ya diperbaiki lagi, keseringan update kok malah makin buruk kualitasnya",2,instagram fitur baru pakai akun fitur musik kadang error sg pakai musik tolong ya baik sering update buruk kualitas
5,"kecewa karena musiknya jadi pada gada, ketika search judul lagu/penyanyinya buat bikin story/catatan malah ga muncul! Tolong perbaiki ya, padahal hari kemarin masih baik-baik aja waktu search lagu yang dipengen buat story, tapi sekarang malah gak ada.",1,kecewa musik search judul lagupenyanyinya bikin storycatatan muncul tolong baik ya kemarin baikbaik search lagu ken story
342,"Untuk aplikasi sudah bagus, tapi selalu lag/ngebug dan nggak bisa download foto, padahal dulu bisa, musik selalu berubah² dan nggak bisa cari lagu yg lain",3,aplikasi bagus lagngebug download foto musik ubah cari lagu
348,"Entah bug atau apa, di bagian musik nggak bisa pilih lagi Indonesia,dan waktu lihat story orang lain juga sama, nggak bisa di putar musiknya",1,bug musik pilih indonesiadan lihat story orang putar musik
373,Kebanyakan update tapi entah apa yang di-update. Benerin lah fitur komen pakai gif. Berulang kali dicoba tetep gak bisa walau udah di-update. Udah algoritma ancur²ran fitur gak bisa digunain. Bangke!,3,banyak update diupdate benerin fitur komen pakai gif ulang kali coba diupdate algoritma ancur ran fitur digunain bangke
424,"untuk aplikasi nya sudah bagus, tapi kenapa selesai saya update, saya buat story video saya tag teman"" saya tapi kenapa dia tidak bisa nge repost? harapan saya cuman untuk kedepan nya lebih baik dan ada perbaika aplikasi nya.",3,aplikasi nya bagus selesai update story video tag teman nge repost harap depan nya perbaika aplikasi nya
148,"Instagram sekarang kenapa tidak bisa menambahkan lagu di saat ingin memposting foto lebih dari satu,sedangkan saat posting hanya 1 foto bisa menambah lagu? Tolong dibuat seperti dulu yang bisa menambah lagu saat memposting lebih dari 1 foto",3,instagram lagu memposting foto satusedangkan posting foto tambah lagu tolong tambah lagu memposting foto
63,"Kenapa sekarang musik untuk story gak bisa di search? Lagu artis lain gak muncul, pas klik GIF malah muncul lagu. Aneh. Udh logout, udh uninstal juga tapi gak ada perubahan. Ini yang error hp gw atau IG nya yg lagi down",2,musik story search lagu artis muncul pas klik gif muncul lagu aneh logout uninstal ubah error hp ig nya down
191,Gk jelas banget instagram tiba-tiba gk bisa search lagu favorit untuk di masukkan kedalam foto. Gk ada lagu yang di kenal selain lagu barat. Tolong di perbaiki lagi fiturnya,1,banget instagram tibatiba search lagu favorit masuk dalam foto lagu kenal lagu barat tolong baik fiturnya
319,"Aku gak tau apa hanya di andro ku aja atau yg lain juga mengalami ... Tidak bisa memberikan lagu di IGS ,, ini mengganggu lho .. lagu yang mau kupakai untuk upload gk bisa di search sama sekali Tolong dong solusi nya gimana",1,tau andro ku alami lagu igs ganggu lho lagu pakai upload search tolong solusi nya
132,"Aplikasi buruk, masa pas mau ngepost foto pake musik di akun saya musiknya ada tapi di beranda org lain musiknya ga ada tolong lah yg ini diperbaiki lagi kan saya jadi emosi susah di pots berulang kali tetep aja hasilnya nihil",1,aplikasi buruk pas ngepost foto pakai musik akun musik beranda orang musik tolong baik emosi susah pots ulang kali hasil nihil
40,"Saat mau lihat story tidak ada musiknya dan muncul tulisan ""lagu ini tidak tersedia"". Terus saya coba update aplikasinya, masih tetap tidak ada musiknya kalau melihat story. Kemudian kalau saya mau buat story mau cari lagu yang saya inginkan juga tidak muncul. Ada yang tahu kenapa?",1,lihat story musik muncul tulis lagu sedia coba update aplikasi musik story story cari lagu muncul
27,"Tolong Instagram, perbaiki bug di apk Instagram saya. Gatau kenapa saya jadi tidak bisa mengakses lagu2 di fitur Instastory-nya. Yang muncul selalu tulisan ""lagu ini tidak tersedia"". Tolong segera perbaiki, karena sangat mengurangi kenyamanan.",1,tolong instagram baik bug apk instagram tau akses lagu fitur instastorynya muncul tulis lagu sedia tolong baik kurang nyaman
378,"Tolong saya tidak bisa mengakses berbagai musik, pilihan musik sedikit dan juga jika di stories instagram selalu muncul notifikasi, ""lagu ini telah tidak tersedia"", mohon segera diperbaiki",1,tolong akses musik pilih musik stories instagram muncul notifikasi lagu sedia mohon baik
169,di update malah nambah rusak. Masalahnya pas mau nyari musik sesuai judulnya di pencarian malah tidak di temukan Terus ketika mau nonton reel yg di pilih malah gak keputar di kira kouta nya abis ternyata apknya yg rada gila,1,update tambah rusak pas nyari musik sesuai judul cari temu nonton reel pilih putar kouta nya habis apknya rada gila
478,"Video reell patah patah sekarang , di cek jaringan normal . Suka berhenti ditengah vidoe nunggu beberapa detik jalan lagi terus berhenti lagi banyak bug nya.",1,video reell patah patah cek jaring normal suka henti tengah vidoe nunggu detik jalan henti bug nya
102,"Aplikasi lumayan bagus. Tampilan menarik dengan fitur"" yg memadai. Tapi untuk feed gak enaknya tidak selalu sesuai timeline, jadi kadang uploadan kapan baru lewat di timeline",4,aplikasi lumayan bagus tampil tarik fitur pada feed enak sesuai timeline kadang uploadan timeline
448,"Tolong diperbaki lagi, karena algoritma sangat jelek bagi para artist baru yang memulai aplikasi ini. Dulu algoritmanya bagus tolong kembalikan yang seperti dulu",3,tolong baki algoritma jelek artist aplikasi algoritmanya bagus tolong kembali
